time,position_x,velocity_x,position_y,velocity_y,angular_velocity_z
1490.05,0.0018288514902715402,1.1120652564557585e-05,-5.251694851456307e-08,0.0,-5.0196586040477835e-09
1490.15,0.0018299636012925192,1.1121567853080573e-05,-5.2549065483648475e-08,0.0,-5.018924588498751e-09
1490.25,0.0018310758038424192,1.112248314278363e-05,-5.258118565409596e-08,0.0,-5.01819136295917e-09
1490.35,0.0018321880979214268,1.1123398434792122e-05,-5.2613309025920874e-08,0.0,-5.01745775557864e-09
1490.45,0.0018333004835298008,1.1124313729235776e-05,-5.264543559914036e-08,0.0,-5.016723296272121e-09
1490.55,0.001834412960667719,1.112522902652886e-05,-5.267756537377048e-08,0.0,-5.01598996787616e-09
1490.65,0.001835525529335261,1.112614432202894e-05,-5.2709698349823505e-08,0.0,-5.015256882098727e-09
1490.75,0.001836638189532934,1.1127059624729496e-05,-5.2741834527324176e-08,0.0,-5.014523183803007e-09
1490.85,0.0018377509412607401,1.1127974928627687e-05,-5.277397390628262e-08,0.0,-5.013789857679932e-09
1490.95,0.0018388637845188657,1.1128890231071908e-05,-5.280611648671471e-08,0.0,-5.013056318662404e-09
1491.05,0.001839976719307709,1.112980553887984e-05,-5.283826226864184e-08,0.0,-5.012323008366014e-09
1491.15,0.0018410897456274948,1.1130720850196208e-05,-5.2870411252080345e-08,0.0,-5.011589893701692e-09
1491.25,0.0018422028634783652,1.1131636161952739e-05,-5.290256343704508e-08,0.0,-5.010856791852683e-09
1491.35,0.0018433160728606156,1.113255147754309e-05,-5.293471882355413e-08,0.0,-5.010123722835012e-09
1491.45,0.0018444293737745047,1.1133466794676146e-05,-5.2966877411625955e-08,0.0,-5.009390369308407e-09
1491.55,0.0018455427662202484,1.1134382114450943e-05,-5.2999039201276415e-08,0.0,-5.0086573395353426e-09
1491.65,0.0018466562501981444,1.1135297435671003e-05,-5.303120419252484e-08,0.0,-5.007924644115781e-09
1491.75,0.0018477698257085178,1.1136212762108502e-05,-5.306337238539042e-08,0.0,-5.007191933855203e-09
1491.85,0.001848883492751518,1.1137128089597216e-05,-5.3095543779887955e-08,0.0,-5.006459740019232e-09
1491.95,0.001849997251327513,1.1138043420464619e-05,-5.312771837603751e-08,0.0,-5.0057265691515e-09
1492.05,0.0018511111014367556,1.1138958754267025e-05,-5.3159896173857054e-08,0.0,-5.004994272566062e-09
1492.15,0.0018522250430795437,1.1139874090450246e-05,-5.319207717336429e-08,0.0,-5.004261355151922e-09
1492.25,0.0018533390762561295,1.1140789429819866e-05,-5.322426137457762e-08,0.0,-5.003529030884616e-09
1492.35,0.0018544532009668816,1.1141704772819766e-05,-5.325644877751695e-08,0.0,-5.0027963267112524e-09
1492.45,0.0018555674172120215,1.1142620117864252e-05,-5.328863938219841e-08,0.0,-5.002064122567134e-09
